url,status,ctype,body_len,error,fbq_pixel,gtag,analytics_js,meta_pixel_loader,schema_org,local_business_schema,lead_form,whatsapp,phone_visible,view_port_meta,responsive_css,blog_recent
https://www.instayog.com/,200,text/html; charset=UTF-8,138416,,False,True,True,False,True,False,True,True,True,True,True,True
https://vznfitness.com/,200,text/html; charset=UTF-8,149997,,False,True,True,False,True,False,False,False,True,True,True,True
https://muscleprofit.com/,200,text/html; charset=UTF-8,149988,,True,False,True,True,True,False,False,False,False,True,True,True
https://proultimategyms.in/best-gym-in-mohali-sector-70/,404,,,http_404,,,,,,,,,,,,
http://www.pilatesaltitude.com/,200,text/html; charset=UTF-8,119831,,False,False,False,False,False,False,True,False,True,True,False,True
http://www.centralgandhismaraknidhi.org/,200,text/html; charset=UTF-8,149974,,False,False,False,False,True,False,False,False,False,True,True,True
https://www.aarogyayoga.com/,200,text/html; charset=UTF-8,149982,,False,False,False,False,False,False,False,True,False,True,True,True
http://fitwaygym.in/,200,text/html; charset=utf-8,126930,,False,True,True,False,True,False,False,True,True,True,True,True
https://www.burngym.com/mohali-gym-phase9,200,text/html; charset=UTF-8,77416,,True,True,True,True,True,True,True,False,False,True,True,False
https://yokalp.com/sec-68-mohali/,200,text/html; charset=utf-8,1532,,False,False,False,False,False,False,False,False,False,True,False,True
http://www.thelittlegym.in/,200,text/html; charset=UTF-8,149980,,False,False,True,False,False,False,False,False,False,True,False,True
https://www.proultimategyms.in/,200,text/html; charset=UTF-8,149997,,False,True,True,False,False,False,False,False,False,True,True,True
https://www.anytimefitness.com/en-in/locations/chandigarh-chandigarh-in-1058,200,text/html; charset=utf-8,149943,,False,False,True,False,False,False,False,False,True,True,True,True
https://yogasehoga.net/,200,text/html,32104,,False,True,True,False,False,False,True,False,False,True,False,True
https://www.vinyoga.in/,500,,,http_500,,,,,,,,,,,,
http://www.xofitness.in/,200,text/html; charset=utf-8,138067,,False,False,False,False,False,False,False,False,False,True,True,True
https://proultimategyms.in/,200,text/html; charset=UTF-8,149997,,False,True,True,False,False,False,False,False,False,True,True,True
http://www.advaityogsiddhant.com/,200,text/html; charset=UTF-8,122265,,False,False,False,False,False,False,True,True,True,True,True,True
https://www.oxizonefitness.com/,200,text/html; charset=UTF-8,149994,,False,True,True,False,True,True,True,True,True,True,True,True
http://www.mahabalishera.com/,404,,,http_404,,,,,,,,,,,,
http://www.empoweraura.com/,200,text/html; charset=UTF-8,49683,,False,False,False,False,False,False,True,False,True,True,False,True
https://www.club72gym.com/,200,text/html; charset=UTF-8,149978,,False,False,False,False,False,False,False,False,False,True,True,False
http://www.aarogyasadan.com/,200,text/html; charset=UTF-8,37703,,False,False,True,False,True,False,False,False,False,False,True,True
https://dansation.in/,200,text/html; charset=UTF-8,149992,,False,True,True,False,True,False,False,False,True,True,True,True
https://vinayyogatrainer.online/,200,text/html,149991,,False,False,False,False,True,False,False,True,True,True,False,True
http://www.krfitnessstudio.in/,200,text/html; charset=UTF-8,45575,,False,True,True,False,True,False,True,False,True,True,False,True
https://www.hiitgroup.co.in/,200,text/html; charset=utf-8,137433,,False,False,False,False,False,False,True,True,False,True,True,True
https://prophoenixz.com/,0,,,timeout,,,,,,,,,,,,
https://upfgym.com/,200,text/html;charset=utf-8,149642,,False,False,False,False,False,False,True,True,True,True,True,True
https://www.drmanpreetkaur.com/,200,text/html,72481,,False,True,True,False,True,False,True,True,True,True,True,True
https://mohaliclub.net/,200,text/html; charset=UTF-8,49481,,False,True,True,False,False,False,False,False,False,True,True,True
https://www.gymaholic71.com/,0,,,timeout,,,,,,,,,,,,
https://true-elevate.com/,200,text/html; charset=UTF-8,149976,,True,True,True,True,True,False,True,True,True,True,True,True
https://proultimategyms.in/,200,text/html; charset=UTF-8,149997,,False,True,True,False,False,False,False,False,False,True,True,True
http://shivnsuccess.netlify.app/,200,text/html; charset=UTF-8,68124,,False,False,False,False,False,False,True,False,False,True,False,True
https://www.anytimefitness.co.in/gyms/in-1160/mohali-punjab-140301/,200,text/html; charset=utf-8,149943,,False,False,True,False,True,False,False,False,True,True,True,True
https://www.burngym.com/mohali-gym-phase5,200,text/html; charset=UTF-8,76909,,True,True,True,True,True,True,True,False,False,True,True,False
https://sites.google.com/view/body-works-gym-spa/home,200,text/html; charset=utf-8,134841,,False,False,False,False,False,False,False,False,True,True,True,True
https://www.club72gym.com/,200,text/html; charset=UTF-8,149978,,False,False,False,False,False,False,False,False,False,True,True,False
https://proultimategyms.in/,200,text/html; charset=UTF-8,149997,,False,True,True,False,False,False,False,False,False,True,True,True
https://www.archonfitness.com/,200,text/html; charset=UTF-8,149943,,False,False,False,False,False,False,False,False,False,True,True,True
https://www.club72gym.com/,200,text/html; charset=UTF-8,149978,,False,False,False,False,False,False,False,False,False,True,True,False
https://www.amigosbjjmma.com/,404,,,http_404,,,,,,,,,,,,
http://goldsgym.in/our-gyms/gold-s-gym-phase-8,404,,,http_404,,,,,,,,,,,,
https://www.anytimefitness.com/en-in/locations/mohali-punjab-in-1119,200,text/html; charset=utf-8,149947,,False,False,True,False,False,False,False,False,True,True,True,True
https://www.mivranfootballschool.com/tournaments,200,text/html; charset=utf-8,49593,,False,False,False,False,False,False,False,False,True,True,True,True
https://divyayogainstructor.in/,200,text/html; charset=UTF-8,150000,,False,False,False,False,True,False,False,True,True,True,True,True
https://proultimategyms.in/phase-2/,404,,,http_404,,,,,,,,,,,,
https://www.s2sdancestudio.com/,200,text/html; charset=UTF-8,150000,,False,True,True,False,True,False,False,False,True,True,True,True
http://www.foreverliving.com/,200,text/html;charset=UTF-8,54600,,False,True,True,True,False,False,False,False,False,True,True,True
http://www.levelupgyms.info/,200,text/html,52685,,False,False,False,False,False,False,False,False,False,True,True,False
http://www.gmmifi.com/,200,text/html; charset=UTF-8,90269,,False,False,False,False,False,False,False,True,False,True,True,False
https://sonagymspa.in/,200,text/html; charset=UTF-8,146019,,False,False,True,False,True,True,True,False,True,True,True,True
https://divyayogainstructor.in/,200,text/html; charset=UTF-8,150000,,False,False,False,False,True,False,False,True,True,True,True,True
https://www.oceans7.co.in/,0,,,timeout,,,,,,,,,,,,
https://www.krfitnessstudio.in/,200,text/html; charset=UTF-8,45575,,False,True,True,False,True,False,True,False,True,True,False,True
https://www.yogaflows.online/,0,,,timeout,,,,,,,,,,,,
https://fitandflyclubs.com/,200,text/html; charset=UTF-8,149996,,True,False,False,True,True,False,False,False,True,True,True,True
http://pilatessocialclub.in/,200,text/html; charset=UTF-8,41061,,False,False,False,False,False,False,False,True,True,True,False,True
https://divinesoulyoga.com/,200,text/html; charset=UTF-8,149958,,False,True,True,False,True,False,False,True,False,True,True,True
https://lifelinefitness.in/,200,text/html; charset=UTF-8,149987,,True,True,True,True,True,False,True,True,False,True,True,True
https://krishna-wellness-qwodwf6.gamma.site/,200,text/html; charset=utf-8,149999,,False,False,False,False,False,False,False,False,False,True,True,False
https://rohitjaura.github.io/PuttPunjabDeScanResult/,200,text/html; charset=utf-8,13915,,False,False,False,False,False,False,False,True,False,True,True,False
https://shaptkonyog.in/,200,text/html,120755,,False,False,False,False,False,False,True,True,True,True,False,True
http://www.clapsfitness.in/,0,,,timeout,,,,,,,,,,,,
https://sites.google.com/view/d1-spa-and-wellness/home?authuser=0,200,text/html; charset=utf-8,116173,,False,False,False,False,False,False,False,True,False,True,True,True
https://www.proultimategyms.in/,200,text/html; charset=UTF-8,149997,,False,True,True,False,False,False,False,False,False,True,True,True
https://thespiritualeyeinstitute.in/,200,text/html,136910,,False,False,False,False,True,True,True,True,True,True,True,True
http://www.mohaliclub.net/,200,text/html; charset=UTF-8,49481,,False,True,True,False,False,False,False,False,False,True,True,True
https://getfitbykd.urbanpro.com/,200,text/html;charset=utf-8,150000,,False,False,True,False,False,False,False,False,False,True,True,False
https://www.artofliving.org/in-en/sahaj-samadhi,200,text/html; charset=utf-8,149800,,False,False,True,False,True,False,False,False,False,True,True,True
http://hands.life/,200,text/html; charset=UTF-8,133246,,False,False,False,False,False,False,False,False,True,True,False,False
https://www.m-ainnovatives.com/,200,text/html; charset=utf-8,149860,,False,False,False,False,False,False,False,False,False,True,True,True
https://sonusingh.in/best-gym-in-sector-68-mohali/,200,text/html; charset=UTF-8,137229,,False,True,True,False,True,False,False,True,True,True,True,True
https://www.thewellnesqueen.com/,200,text/html; charset=utf-8,149978,,False,False,False,False,False,False,False,True,False,True,True,True
https://alphazonegym.in/,200,text/html; charset=utf-8,109113,,False,False,False,False,True,False,True,True,True,True,True,True
https://www.ravneettk.com/,200,text/html; charset=UTF-8,149986,,False,False,False,False,True,False,True,False,True,True,True,True
https://wininches.com/,0,,,timeout,,,,,,,,,,,,
https://traininsanegym.co.in/,0,,,timeout,,,,,,,,,,,,
http://www.yogasth.com/,200,text/html; charset=UTF-8,75157,,False,False,False,False,False,False,False,False,True,True,True,True
https://elite24fitnesspoint.in/,0,,,timeout,,,,,,,,,,,,
https://www.theimpiriumflex.com/,200,text/html,8086,,False,False,False,False,False,False,False,False,False,True,True,False
https://solidsteelgym.netlify.app/,200,text/html; charset=UTF-8,149998,,False,True,False,False,False,False,False,True,False,True,True,True
http://www.iisermohali.ac.in/,200,text/html; charset=utf-8,140203,,False,False,False,False,False,False,True,False,False,True,True,True
https://proultimategyms.in/,200,text/html; charset=UTF-8,149997,,False,True,True,False,False,False,False,False,False,True,True,True
https://www.thirkanmohali.com/,200,text/html,149848,,False,False,True,False,True,False,False,True,True,True,True,True
https://theoctanefitness.com/,200,text/html; charset=utf-8,149994,,False,False,False,False,True,False,False,False,False,True,True,True
https://tenniskhelo.com/academy/match-point-lawn-tennis-academy-chandigarh-chandigarh,200,text/html; charset=utf-8,123161,,True,True,True,True,True,True,False,False,True,False,False,True
http://www.burninfitness.com/,200,text/html,19721,,False,False,False,False,False,False,False,False,False,True,False,True
https://business.google.com/v/_/AKsrIN1oq0Jye1y3Gm5rxY8qY_MPQ8pW2n-cW4kPnLKxBTvKfZFdTKg/10ac/_?exp=1778401&myads=1,200,text/html; charset=utf-8,149999,,False,False,False,False,False,False,False,False,False,True,True,True
http://www.yokalp.com/,200,text/html; charset=utf-8,1532,,False,False,False,False,False,False,False,False,False,True,False,True
https://thedeepfitness.in/,200,text/html; charset=UTF-8,149997,,False,False,False,False,True,False,False,True,True,True,True,True
https://fitwiser.in/simplifying-weight-loss/,200,text/html; charset=UTF-8,149764,,False,True,True,False,True,False,False,True,False,True,True,True
https://dhaarnayogastudio.com/,200,text/html; charset=UTF-8,149966,,False,False,False,False,False,False,True,True,True,True,True,True
http://infernothefitnessclub.com/,200,text/html,5760,,False,False,False,False,False,False,False,False,False,True,False,False
https://calendar.app.google/y3Y5Udw3NsZnSi968,200,text/html; charset=utf-8,41844,,False,False,False,False,False,False,False,False,False,True,False,True
https://www.anytimefitness.com/en-in/locations/panchkula-haryana-in-1123,200,text/html; charset=utf-8,149976,,False,False,True,False,False,False,False,False,True,True,True,True
https://www.soultraingym.com/,200,text/html,52241,,False,False,False,False,False,False,True,False,False,True,False,True
http://www.yogyatrawithurvashi.in/,200,text/html; charset=UTF-8,149958,,False,False,False,False,True,False,False,False,False,True,True,True
https://sites.google.com/view/dancewitharyan/home,200,text/html; charset=utf-8,115707,,False,False,False,False,False,False,False,False,False,True,True,True
https://the-fitness-chakra-dance.grexa.site/,200,text/html; charset=utf-8,149984,,False,True,True,False,False,False,False,True,True,True,False,True
https://breathestudio4yoga.wixsite.com/breathestudio4yogaae,200,text/html; charset=UTF-8,149900,,False,False,False,False,False,False,False,False,False,True,True,False
https://www.burngym.com/panchkula-gym-sector8,200,text/html; charset=UTF-8,76773,,True,True,True,True,True,True,True,False,False,True,True,False
https://www.ekyana.com/,200,text/html; charset=UTF-8,4589,,False,False,False,False,False,False,True,False,True,True,True,True
https://www.linkedin.com/in/shivani-chauhan-5a474b324,999,,,http_999,,,,,,,,,,,,
https://healthlounges.com/,200,text/html; charset=utf-8,76230,,False,False,False,False,False,False,False,True,False,True,True,True
https://www.proultimategyms.in/,200,text/html; charset=UTF-8,149997,,False,True,True,False,False,False,False,False,False,True,True,True
http://www.fnystudio.com/,200,text/html; charset=UTF-8,2857,,False,False,False,False,False,False,False,True,False,True,False,True
https://www.yogabybharat.com/,200,text/html; charset=UTF-8,129298,,False,True,True,False,True,False,False,True,True,True,True,True
https://www.proultimategyms.in/,200,text/html; charset=UTF-8,149997,,False,True,True,False,False,False,False,False,False,True,True,True
https://shaleenyoga.com/shaleen-yoga/,404,,,http_404,,,,,,,,,,,,
https://yogamindbody.in/,200,text/html; charset=UTF-8,36829,,False,False,False,False,False,False,True,True,True,True,False,True
https://drmonicasingh.netlify.app/,200,text/html; charset=UTF-8,64410,,False,False,False,False,True,False,False,True,True,True,True,True
https://vaultbyviratkohli.com/,200,text/html; charset=utf-8,149990,,True,True,False,True,False,False,True,True,True,True,True,True
https://true-elevate.com/,200,text/html; charset=UTF-8,149976,,True,True,True,True,True,False,True,True,True,True,True,True
http://www.fitjaws.com/,0,,,timeout,,,,,,,,,,,,
https://athletiqgyms.in/,200,text/html,32079,,False,True,True,False,False,False,False,False,False,True,True,True
http://thedevilangel.com/,0,,,timeout,,,,,,,,,,,,
https://zone5.in/,200,text/html; charset=utf-8,13296,,False,True,True,False,True,True,False,False,True,True,True,False
http://huslfitness.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=11424423271647889709,200,text/html; charset=UTF-8,149980,,False,False,False,False,True,True,False,False,False,True,True,True
https://healthservices.divyayoga.com/,200,text/html; charset=utf-8,81861,,False,False,True,False,False,False,True,True,False,False,False,True
https://www.proultimategyms.in/,200,text/html; charset=UTF-8,149997,,False,True,True,False,False,False,False,False,False,True,True,True
https://athelonics.in/,0,,,timeout,,,,,,,,,,,,
http://yogatrans.org/,200,text/html; charset=UTF-8,143981,,True,False,False,True,False,False,True,True,False,True,True,True
https://proultimategyms.in/,200,text/html; charset=UTF-8,149997,,False,True,True,False,False,False,False,False,False,True,True,True
http://championgym.com/,200,text/html; charset=UTF-8,13777,,False,False,False,False,False,False,False,False,False,False,False,False
http://www.anantyogalaya.yoga/,200,text/html; charset=UTF-8,149893,,False,True,True,False,True,False,False,True,False,True,True,True
https://www.google.com/search?q=akash+dreamers+dance+studio+reviews&oq=akash&aqs=chrome.1.69i57j69i59l3j0i271.1458j0j7&client=ms-android-vivo&sourceid=chrome-mobile&ie=UTF-8,200,text/html; charset=UTF-8,91616,,False,False,False,False,False,False,False,False,False,False,False,False
https://true-elevate.com/,200,text/html; charset=UTF-8,149976,,True,True,True,True,True,False,True,True,True,True,True,True
https://dietclub.in/,200,text/html; charset=UTF-8,19899,,False,True,True,False,False,False,True,True,True,True,False,False
http://infinitylift01.netlify.app/,200,text/html; charset=UTF-8,2331,,False,False,False,False,False,False,False,False,False,True,False,False
https://www.avniyagastudio.com/,0,,,timeout,,,,,,,,,,,,
http://srlifefitness.in/,200,text/html; charset=UTF-8,63357,,False,False,False,False,False,False,False,False,True,True,False,True
https://breathe-and-heal.localo.site/,200,text/html; charset=utf-8,51199,,False,False,False,False,True,True,False,False,True,True,False,True
http://emeraldmartialarts.com/,200,text/html; charset=UTF-8,149977,,False,False,False,False,True,False,False,False,False,True,True,True
http://hypethegym.com/,200,text/html; charset=utf-8,54590,,False,True,True,False,False,False,True,False,False,True,True,True
https://www.sharpfitness.co.in/,200,text/html; charset=UTF-8,149998,,False,False,False,False,False,False,False,False,False,True,True,False
https://revivefitnes.com/,200,text/html; charset=utf-8,11631,,False,False,False,False,False,False,False,False,False,True,True,True
https://www.kudratclub.in/,200,text/html; charset=UTF-8,149944,,False,False,False,False,False,False,False,False,False,True,True,False
https://burngym.com/,200,text/html; charset=UTF-8,104346,,True,True,True,True,True,False,True,False,False,True,True,False
http://www.ozmoslimmingstudio.com/,200,text/html; charset=UTF-8,116454,,False,False,True,False,True,False,False,True,False,True,True,True
https://coachamarsh.com/,200,text/html,145910,,False,False,False,False,True,False,False,True,True,True,False,True
https://famliya.com/blogs/the-best-free-learning-pod-community-platform-for-live-classes-in-2026,200,text/html,8980,,True,True,True,True,False,False,False,False,False,True,True,False
https://www.tntgyms.com/,200,text/html; charset=UTF-8,149800,,False,True,True,False,True,False,False,True,True,True,True,True
https://www.fitfaat.com/5038/sports-and-fitness/avyukt-%20fitness,200,text/html; charset=utf-8,132460,,True,True,True,True,True,False,True,False,True,True,True,False
https://victoryfitness.co.in/,200,text/html,32079,,False,True,True,False,False,False,False,False,False,True,True,True
https://tntgyms.com/,200,text/html; charset=UTF-8,149800,,False,True,True,False,True,False,False,True,True,True,True,True
https://sites.google.com/view/jd-dance-fitness-studio?usp=sharing,200,text/html; charset=utf-8,120520,,False,False,False,False,False,False,False,False,False,True,True,True
https://www.anantyogalaya.yoga/,200,text/html; charset=UTF-8,149893,,False,True,True,False,True,False,False,True,False,True,True,True
https://www.getfitwithraju.com/,200,text/html,149852,,False,False,True,False,True,False,False,True,False,True,False,True
https://sites.google.com/view/yoga-plus-studio/home,200,text/html; charset=utf-8,149994,,False,False,False,False,False,False,False,False,False,True,True,True
https://www.anytimefitness.co.in/gyms/in-1224/panchkula-haryana-134116/,200,text/html; charset=utf-8,149943,,False,False,True,False,True,False,False,False,True,True,True,True
https://amitcreations.studentataarcodes.in/,200,text/html; charset=UTF-8,149998,,False,True,True,False,True,False,True,True,False,True,True,True
https://proultimategyms.in/,200,text/html; charset=UTF-8,149997,,False,True,True,False,False,False,False,False,False,True,True,True
https://shapenaesthetics.com/,0,,,timeout,,,,,,,,,,,,
https://www.olivethewellnessspa.com/,200,text/html; charset=UTF-8,93981,,False,False,False,False,False,False,False,True,True,True,False,True
https://www.olivethewellnessspa.com/,200,text/html; charset=UTF-8,93981,,False,False,False,False,False,False,False,True,True,True,False,True
http://www.healthnwellness.in/,522,,,http_522,,,,,,,,,,,,
https://parveenranafitness.com/,0,,,timeout,,,,,,,,,,,,
https://eagle-fitness-gym.grexa.site/,200,text/html; charset=utf-8,129945,,False,True,True,False,False,False,False,True,False,True,False,True
https://personal-yoga-home.grexa.site/,200,text/html; charset=utf-8,131440,,False,True,True,False,False,False,False,True,False,True,False,True
https://rhythmroyaltyfitness.com/,200,text/html; charset=UTF-8,118578,,False,True,True,False,True,False,True,True,True,True,True,True
https://bodybalancephysiotherapy.com/physiotherapist-in-panchkula,200,,149982,non-html,,,,,,,,,,,,
http://www.nidanamwellness.com/,200,text/html; charset=UTF-8,149977,,False,False,False,False,False,False,True,True,False,True,True,True
https://www.eka.care/doctor/dr-pratibha-jindal-dietitian-nutritionist-panchkula?utm_source=gmb&utm_medium=website&utm_campaign=032023,200,text/html; charset=utf-8,149927,,False,False,True,False,True,False,False,False,True,True,False,True
http://shastrang.com/,200,text/html; charset=UTF-8,118936,,False,True,True,False,False,False,True,True,True,True,False,False
https://bodylife-premium-gyms.grexa.site/,200,text/html; charset=utf-8,149994,,False,True,True,False,False,False,False,True,False,True,False,True
